Attacker,Defender,Location,Victor
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Vitamancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Geomancer B,Pyromancer A,Necromancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Necromancer A,Necromancer Territory,Necromancer A
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Geomancer A,Pyromancer A,Pyromancer Territory,Geomancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Geomancer B,Necromancer B,Necromancer Territory,Necromancer B
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Pyromancer B,Geomancer B,Vitamancer Territory,Geomancer B
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Vitamancer B,Pyromancer A,Necromancer Territory,Pyromancer A
Vitamancer B,Necromancer B,Necromancer Territory,Necromancer B
Pyromancer A,Geomancer B,Geomancer Territory,Pyromancer A
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Necromancer B,Vitamancer B,Geomancer Territory,Vitamancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Necromancer A,Geomancer A,Geomancer Territory,Geomancer A
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Necromancer B,Necromancer Territory,Vitamancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer A,Geomancer A,Vitamancer Territory,Geomancer A
Necromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Vitamancer B
Necromancer B,Geomancer B,Vitamancer Territory,Geomancer B
Geomancer A,Pyromancer A,Pyromancer Territory,Geomancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer A,Pyromancer A,Necromancer Territory,Geomancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Necromancer A,Geomancer B,Geomancer Territory,Geomancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Pyromancer A
Necromancer A,Geomancer B,Geomancer Territory,Geomancer B
Necromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Necromancer B,Vitamancer A,Geomancer Territory,Vitamancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Geomancer A
Geomancer B,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer B,Geomancer A,Geomancer Territory,Geomancer A
Electromancer,Vitamancer A,Vitamancer Territory,Electromancer
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Geomancer B,Necromancer A,Necromancer Territory,Necromancer A
Vitamancer B,Electromancer,Pyromancer Territory,Electromancer
Pyromancer B,Geomancer A,Vitamancer Territory,Pyromancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer A,Geomancer B,Vitamancer Territory,Necromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer B,Necromancer B,Necromancer Territory,Necromancer B
Necromancer A,Geomancer B,Vitamancer Territory,Necromancer A
Electromancer,Vitamancer A,Vitamancer Territory,Vitamancer A
Geomancer A,Necromancer A,Necromancer Territory,Necromancer A
Vitamancer A,Pyromancer B,Necromancer Territory,Pyromancer B
Electromancer,Vitamancer B,Vitamancer Territory,Vitamancer B
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Electromancer,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Geomancer A,Geomancer Territory,Geomancer A
Vitamancer B,Necromancer A,Necromancer Territory,Necromancer A
Necromancer B,Vitamancer B,Vitamancer Territory,Necromancer B
Electromancer,Geomancer B,Vitamancer Territory,Geomancer B
Vitamancer A,Necromancer A,Necromancer Territory,Necromancer A
Pyromancer B,Geomancer A,Geomancer Territory,Geomancer A
Electromancer,Vitamancer B,Vitamancer Territory,Electromancer
Vitamancer A,Necromancer A,Necromancer Territory,Necromancer A
Necromancer B,Geomancer B,Vitamancer Territory,Geomancer B
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Necromancer A,Geomancer B,Vitamancer Territory,Necromancer A
Necromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Electromancer,Vitamancer B,Vitamancer Territory,Vitamancer B
Electromancer,Vitamancer B,Vitamancer Territory,Electromancer
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Vitamancer A,Pyromancer B,Necromancer Territory,Vitamancer A
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Vitamancer B,Electromancer,Pyromancer Territory,Vitamancer B
Necromancer B,Vitamancer A,Vitamancer Territory,Necromancer B
Vitamancer A,Electromancer,Necromancer Territory,Electromancer
Pyromancer B,Geomancer B,Vitamancer Territory,Pyromancer B
Necromancer A,Vitamancer B,Geomancer Territory,Necromancer A
Geomancer A,Necromancer B,Necromancer Territory,Necromancer B
Electromancer,Vitamancer A,Vitamancer Territory,Vitamancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Necromancer A,Geomancer A,Vitamancer Territory,Geomancer A
Vitamancer B,Necromancer B,Necromancer Territory,Necromancer B
Vitamancer B,Necromancer A,Necromancer Territory,Necromancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Geomancer A,Pyromancer A,Pyromancer Territory,Geomancer A
Vitamancer A,Necromancer B,Pyromancer Territory,Vitamancer A
Necromancer B,Geomancer B,Vitamancer Territory,Necromancer B
Vitamancer B,Pyromancer A,Necromancer Territory,Pyromancer A
Necromancer A,Geomancer A,Vitamancer Territory,Geomancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Geomancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer A,Vitamancer A,Geomancer Territory,Necromancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Geomancer B,Necromancer B,Pyromancer Territory,Necromancer B
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer B,Necromancer A,Pyromancer Territory,Necromancer A
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Vitamancer A,Necromancer B,Pyromancer Territory,Vitamancer A
Necromancer A,Vitamancer B,Geomancer Territory,Necromancer A
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Vitamancer A,Pyromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Geomancer B,Geomancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Geomancer Territory,Pyromancer A
Pyromancer B,Vitamancer B,Geomancer Territory,Pyromancer B
Geomancer A,Necromancer B,Pyromancer Territory,Geomancer A
Necromancer A,Geomancer B,Vitamancer Territory,Geomancer B
Vitamancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Pyromancer B,Geomancer B,Geomancer Territory,Geomancer B
Necromancer A,Geomancer A,Geomancer Territory,Geomancer A
Vitamancer A,Necromancer B,Pyromancer Territory,Vitamancer A
Pyromancer B,Geomancer A,Vitamancer Territory,Geomancer A
Necromancer A,Vitamancer B,Geomancer Territory,Necromancer A
Necromancer B,Geomancer B,Vitamancer Territory,Necromancer B
Pyromancer A,Vitamancer A,Geomancer Territory,Pyromancer A
Vitamancer A,Pyromancer B,Pyromancer Territory,Vitamancer A
Vitamancer B,Necromancer B,Pyromancer Territory,Necromancer B
Necromancer A,Geomancer B,Geomancer Territory,Geomancer B
Geomancer A,Pyromancer A,Pyromancer Territory,Pyromancer A
Necromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Necromancer B,Vitamancer B,Geomancer Territory,Necromancer B
Geomancer A,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Vitamancer A
Pyromancer A,Geomancer B,Geomancer Territory,Geomancer B
Vitamancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Vitamancer B,Necromancer B,Necromancer Territory,Necromancer B
Pyromancer B,Geomancer B,Vitamancer Territory,Pyromancer B
Vitamancer A,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer A,Geomancer A,Geomancer Territory,Geomancer A
Necromancer A,Vitamancer B,Geomancer Territory,Necromancer A
Geomancer B,Pyromancer B,Necromancer Territory,Pyromancer B
Pyromancer A,Vitamancer A,Vitamancer Territory,Vitamancer A
Geomancer A,Necromancer B,Pyromancer Territory,Necromancer B
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Geomancer A,Necromancer A,Pyromancer Territory,Necromancer A
Pyromancer B,Vitamancer A,Vitamancer Territory,Pyromancer B
Vitamancer B,Necromancer B,Pyromancer Territory,Necromancer B
Geomancer A,Necromancer B,Necromancer Territory,Necromancer B
Geomancer B,Pyromancer B,Pyromancer Territory,Pyromancer B
Pyromancer A,Vitamancer B,Vitamancer Territory,Pyromancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Vitamancer A
Pyromancer B,Vitamancer B,Vitamancer Territory,Pyromancer B
Geomancer A,Necromancer B,Necromancer Territory,Necromancer B
Geomancer B,Pyromancer A,Pyromancer Territory,Pyromancer A
Vitamancer A,Necromancer A,Pyromancer Territory,Vitamancer A
